engagement,procedural,procedural_question,question,weak_question,topic_intro,uids_str,committee_position,committee_position_next,committee_position_prev,pid,pid_next,pid_prev,simple_label,simple_label_next,simple_label_prev,text,text_next,text_prev,uid_next,uid_prev,uids,vid
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[803256],Member,Not In Committee,Member,4657,3465,59,Legislator,LAO,Legislator,Coming after you then.,"And, and since you're interested in these sorts of things Senator Moorlach, that because that is a pretty large chunk of money that is going through the community colleges but not only for community colleges. It will go to adult schools, which are part of the the school district system. As well as community colleges. That is excluded from this calculation of this share of Prop 98 that goes to community colleges versus school districts.","So, so I would again ask that for the post May revise meeting we look at utilizing some funding for this. And with that I will ask colleagues if there are any other questions, comments. Senator Moorlach?",803258,803214,[803256],838
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,[2130932],Member,Not In Committee,Not In Committee,64,3152,4089,Legislator,State Agency Rep,General Public,And primarily because of the federal requirement; that's a big difference because its glued to the federal dolars.,"In IHSS the federal funding is driven by the federal Medicaid requirement to be, you are a Medicaid provider as a IHSS provider.","Know this please - we are no longer asking to be heard, respected, and treated fairly. We're here to tell this Legislature and the Governor it's no longer about making the right choice it's time to just do the right thing. Thank you very much.",2044743,2044549,[2130932],1925
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"[4504430, 4504434]",Member,Not In Committee,Member,64,16596,64,Legislator,General Public,Legislator,"And we'd simply like, as I said earlier, for the Legislature to provide greater oversight over the agency and ensure it's performing its mission. Thank you., Next witness.","Hello, my name's Dr. Melinda Ginn. And I'm here also with Fred Seavey. And I was a provider at Kaiser for over 20 years, and was one of the people that worked intensively actually with the DMHC to try to bring about reforms in the service that we were able to provide to our patients.",We begin our third hearing of Budget Subcommittee 3.,4504436,4504372,"[4504430, 4504434]",5746
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[755745],Not In Committee,Not In Committee,Not In Committee,3,2294,87,Legislator,General Public,Legislator,Thank you.,In opposition.,"Now my joint author, Assemblymember Bonta, will discuss the specifics of the regulatory structure in AB 34.",755747,755387,[755745],800
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[755745],Not In Committee,Not In Committee,Not In Committee,3,2294,87,Legislator,General Public,Legislator,Thank you.,In opposition.,"Now my joint author, Assemblymember Bonta, will discuss the specifics of the regulatory structure in AB 34.",755747,755387,[755745],800
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[37925],Member,Not In Committee,Not In Committee,82,3037,3037,Legislator,State Agency Rep,State Agency Rep,"I mean there was a reason why it was called the hidden tax. But, so, would you agree to, quick question, many have also expected that the price will go up to like seventy five cents per gallon. Is that high?",We never accepted that number and to this day we don't see any basis for that speculation.,Throughout these initiatives I think we can show that we can achieve the the state's ambitious air quality and climate objectives while continuing to grow our economy. I look forward to working with a committee and all of these endeavors. Thank you.,37931,37833,[37925],45
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[1176828],Member,Not In Committee,Not In Committee,59,5498,3396,Legislator,General Public,State Agency Rep,"Thank you, next speaker.","Leticia Garcia with Riverside County School, just want to align my comments with my colleague from San Diego Unified, and also add that we're appreciative for the flexibility of using those dollars to address some drought related issues locally. Thank you.",Meaning what that gap closure will be.,1176830,1176678,[1176828],1144
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[1176828],Member,Not In Committee,Not In Committee,59,5498,3396,Legislator,General Public,State Agency Rep,"Thank you, next speaker.","Leticia Garcia with Riverside County School, just want to align my comments with my colleague from San Diego Unified, and also add that we're appreciative for the flexibility of using those dollars to address some drought related issues locally. Thank you.",Meaning what that gap closure will be.,1176830,1176678,[1176828],1144
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"[15942883, 15970181]",Not In Committee,Not In Committee,Chair,62,15688,53,Legislator,General Public,Legislator,"Thank you, Madam Chair, good morning again members. SB 329 requires all state and local programs designed to facilitate home ownership to include manufactured homes. Even though many low-income families in California live in mobile home parks, they are not considered affordable housing and are excluded from resources, such as loan assistance and replacement with new, energy-efficient manufactured homes., Thank you very much, I respectfully ask for an aye vote.","Benjamin Palmer on behalf of the California Manufactured Housing Institute in strong support, here to answer any questions.","That'll work, next we have SB 329, this enjoys a do pass recommendation.",15942887,15942882,"[15942883, 15970181]",30504
FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,[2202498],Possible Chair,Not In Committee,Not In Committee,92,13999,13975,Legislator,General Public,General Public,"Thank you. Why don't we go to Anne, because you have to leave pretty soon. Right, Anne? So, why don't we go to Anne Mayer, she's the Executive Director down at Riverside, and you also have the background of not only working at the Riverside Transportation Commission, but working in our state government Caltrans, correct?",I do.,"And then finally I would hope that the state continues to evaluate other promising options for raising revenues, whether that's higher truck weight fees or moving some of the truck weight fee revenue into dedicated pot of money for transportation. So with that, I thank you very much for your attention and before I run off, are there any questions?",2202502,2287700,[2202498],2081
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[3566590],Member,Not In Committee,Not In Committee,31,14856,14856,Legislator,General Public,General Public,The clerk will read.,"Assembly Bill 706, by Assemblymember Bonilla, an act relating to the California AmeriCorps STEM.","Assembly Bill 587, by Assemblymember Chau, an act relating to mobile homes.",3566592,3566502,[3566590],4835
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[2038247],Member,Not In Committee,Not In Committee,64,344,13642,Legislator,General Public,General Public,Thank you Kevin.,"Thank you Madame Chair, Frank Mecco, CWCA, the sponsors of the request to the Committee and to your staff, I just want to thank you for hearing it. Mr. Stone in response to that question you asked and please correct me if I if I don't have this right, but the information that we have is that the funding in the current budget allows for five trainings for thirty people per region.","Thank you, Kevin working for the California Rights Organization. Ditto.",2038249,2038245,[2038247],1929
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[633377],Not In Committee,Not In Committee,Not In Committee,3,5973,5973,Legislator,Unlabeled,Unlabeled,"Well no, yes, you may now respond.","So as a company that engaged in this practice, there's a couple of interesting points.",So may I?,633379,633375,[633377],671
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[12429946],Member,Not In Committee,Chair,36368,12640,99,Legislator,General Public,Legislator,"Yeah, okay.","Eddie Moreno, on behalf of Sierra Club California, in support.","which is not really accessible. When I was at PPIC, it was impossible to get all the healthcare data. So, if machine readable code just as a standard keep adding it in.",12432009,12432008,[12429946],26928
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[12429946],Member,Not In Committee,Chair,36368,12640,99,Legislator,General Public,Legislator,"Yeah, okay.","Eddie Moreno, on behalf of Sierra Club California, in support.","which is not really accessible. When I was at PPIC, it was impossible to get all the healthcare data. So, if machine readable code just as a standard keep adding it in.",12432009,12432008,[12429946],26928
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[14759762],Member,Not In Committee,Not In Committee,66,6440,6440,Legislator,General Public,General Public,Thank you. Remove File Item 191 AB 981 Gray from the consent calendar at the request of the author.,"Thank you, Senator Hill. The desk will note.","Senator Hill, for which purpose do you rise?",14759763,14715077,[14759762],30140
